-2.2500000000e+00	-1.5000000000e-01	
-2.2500000000e+00	-4.5000000000e-01	
-2.2500000000e+00	-7.5000000000e-01	
-2.2500000000e+00	-1.0500000000e+00	
-1.9500000000e+00	-1.0500000000e+00	
-1.9500000000e+00	-1.3500000000e+00	
-1.6500000000e+00	-1.3500000000e+00	
-1.6500000000e+00	-1.6500000000e+00	
-1.3500000000e+00	-1.6500000000e+00	
-1.3500000000e+00	-1.9500000000e+00	
-1.0500000000e+00	-1.9500000000e+00	
-1.0500000000e+00	-2.2500000000e+00	
-7.5000000000e-01	-2.2500000000e+00	
-7.5000000000e-01	-1.9500000000e+00	
-7.5000000000e-01	-1.6500000000e+00	
-1.0500000000e+00	-1.6500000000e+00	
-1.0500000000e+00	-1.3500000000e+00	
-1.3500000000e+00	-1.3500000000e+00	
-1.3500000000e+00	-1.0500000000e+00	
-1.6500000000e+00	-1.0500000000e+00	
-1.6500000000e+00	-7.5000000000e-01	
-1.9500000000e+00	-7.5000000000e-01	
-1.9500000000e+00	-4.5000000000e-01	
-1.9500000000e+00	-1.5000000000e-01	
-1.9500000000e+00	1.5000000000e-01	
-2.2500000000e+00	1.5000000000e-01	
-2.2500000000e+00	4.5000000000e-01	
-2.2500000000e+00	7.5000000000e-01	
-2.2500000000e+00	1.0500000000e+00	
-1.9500000000e+00	1.0500000000e+00	
-1.9500000000e+00	7.5000000000e-01	
-1.9500000000e+00	4.5000000000e-01	
-1.6500000000e+00	4.5000000000e-01	
-1.6500000000e+00	1.5000000000e-01	
-1.6500000000e+00	-1.5000000000e-01	
-1.6500000000e+00	-4.5000000000e-01	
-1.6500000000e+00	7.5000000000e-01	
-1.6500000000e+00	1.0500000000e+00	
-1.6500000000e+00	1.3500000000e+00	
-1.9500000000e+00	1.3500000000e+00	
-1.6500000000e+00	1.6500000000e+00	
-1.3500000000e+00	1.6500000000e+00	
-1.3500000000e+00	1.3500000000e+00	
-1.3500000000e+00	1.0500000000e+00	
-1.3500000000e+00	7.5000000000e-01	
-1.0500000000e+00	1.3500000000e+00	
-1.0500000000e+00	1.6500000000e+00	
-1.0500000000e+00	1.9500000000e+00	
-1.3500000000e+00	1.9500000000e+00	
-1.0500000000e+00	2.2500000000e+00	
-7.5000000000e-01	2.2500000000e+00	
-7.5000000000e-01	1.9500000000e+00	
-7.5000000000e-01	1.6500000000e+00	
-7.5000000000e-01	1.3500000000e+00	
-4.5000000000e-01	1.6500000000e+00	
-4.5000000000e-01	1.9500000000e+00	
-4.5000000000e-01	2.2500000000e+00	
-1.5000000000e-01	2.2500000000e+00	
-1.5000000000e-01	1.9500000000e+00	
-1.5000000000e-01	1.6500000000e+00	
1.5000000000e-01	1.6500000000e+00	
1.5000000000e-01	1.9500000000e+00	
1.5000000000e-01	2.2500000000e+00	
4.5000000000e-01	2.2500000000e+00	
4.5000000000e-01	1.9500000000e+00	
4.5000000000e-01	1.6500000000e+00	
7.5000000000e-01	1.6500000000e+00	
7.5000000000e-01	1.3500000000e+00	
1.0500000000e+00	1.3500000000e+00	
1.0500000000e+00	1.6500000000e+00	
1.0500000000e+00	1.9500000000e+00	
7.5000000000e-01	1.9500000000e+00	
7.5000000000e-01	2.2500000000e+00	
1.0500000000e+00	2.2500000000e+00	
1.3500000000e+00	1.9500000000e+00	
1.3500000000e+00	1.6500000000e+00	
1.3500000000e+00	1.3500000000e+00	
1.3500000000e+00	1.0500000000e+00	
1.3500000000e+00	7.5000000000e-01	
1.6500000000e+00	7.5000000000e-01	
1.6500000000e+00	4.5000000000e-01	
1.6500000000e+00	1.5000000000e-01	
1.6500000000e+00	-1.5000000000e-01	
1.6500000000e+00	-4.5000000000e-01	
1.6500000000e+00	-7.5000000000e-01	
1.6500000000e+00	-1.0500000000e+00	
1.6500000000e+00	-1.3500000000e+00	
1.6500000000e+00	-1.6500000000e+00	
1.3500000000e+00	-1.6500000000e+00	
1.3500000000e+00	-1.9500000000e+00	
1.0500000000e+00	-1.9500000000e+00	
1.0500000000e+00	-2.2500000000e+00	
7.5000000000e-01	-2.2500000000e+00	
4.5000000000e-01	-2.2500000000e+00	
1.5000000000e-01	-2.2500000000e+00	
-1.5000000000e-01	-2.2500000000e+00	
-4.5000000000e-01	-2.2500000000e+00	
-4.5000000000e-01	-1.9500000000e+00	
-4.5000000000e-01	-1.6500000000e+00	
-1.5000000000e-01	-1.6500000000e+00	
-1.5000000000e-01	-1.9500000000e+00	
1.5000000000e-01	-1.9500000000e+00	
1.5000000000e-01	-1.6500000000e+00	
4.5000000000e-01	-1.6500000000e+00	
4.5000000000e-01	-1.9500000000e+00	
7.5000000000e-01	-1.9500000000e+00	
7.5000000000e-01	-1.6500000000e+00	
7.5000000000e-01	-1.3500000000e+00	
1.0500000000e+00	-1.3500000000e+00	
1.0500000000e+00	-1.6500000000e+00	
1.3500000000e+00	-1.3500000000e+00	
1.3500000000e+00	-1.0500000000e+00	
